"Schluesselzahl","Straftat","Kreisschluessel","Kreisart","Kreis","Einwohner","Erfasste_Faelle","Straftaten_HZ","Versuche_Anzahl","Versuche_Anteil_Prozent","Mit_Schusswaffe_gedroht","Mit_Schusswaffe_geschossen","Aufklaerung_Faelle","Aufklaerungsquote","Tatverdaechtige_Insgesamt","Tatverdaechtige_Maennlich","Tatverdaechtige_Weiblich","Nichtdeutsche_Tatverdaechtige_Anzahl","Nichtdeutsche_Tatverdaechtige_Prozent"
"****00","Diebstahl insgesamt und zwar:","01001","KfS","Flensburg",,4209,4897.48900421214,567,13.4711332858161,0,0,1591,37.8,1150,822,328,385,33.5
"****00","Diebstahl insgesamt und zwar:","01002","KfS","Kiel",,12583,5108.68594350117,1229,9.76714614956688,0,0,3722,29.6,2199,1567,632,847,38.5
"****00","Diebstahl insgesamt und zwar:","01003","KfS","Lübeck",,10547,4877.15777353378,1270,12.0413387693183,0,0,3433,32.5,2427,1666,761,779,32.1
"****00","Diebstahl insgesamt und zwar:","01004","KfS","Neumünster",,3862,4876.44734017703,521,13.4904194717763,0,0,1338,34.6,1202,888,314,602,50.1
"****00","Diebstahl insgesamt und zwar:","01051","K","Dithmarschen",,2998,2255.54293280769,370,12.3415610406938,0,0,815,27.2,693,503,190,192,27.7
"****00","Diebstahl insgesamt und zwar:","01053","K","Herzogtum Lauenburg",,4075,2111.40990367826,685,16.8098159509202,0,0,862,21.2,782,569,213,275,35.2
"****00","Diebstahl insgesamt und zwar:","01054","K","Nordfriesland",,4118,2511.58819224201,531,12.8946090335114,0,0,943,22.9,666,456,210,156,23.4
"****00","Diebstahl insgesamt und zwar:","01055","K","Ostholstein",,5177,2594.02527383326,806,15.5688622754491,0,0,1094,21.1,953,668,285,276,29
"****00","Diebstahl insgesamt und zwar:","01056","K","Pinneberg",,8305,2701.06774297413,1059,12.7513546056592,0,0,1627,19.6,1464,1061,403,649,44.3
"****00","Diebstahl insgesamt und zwar:","01057","K","Plön",,2522,1965.64409527372,403,15.979381443299,0,0,583,23.1,529,388,141,147,27.8
"****00","Diebstahl insgesamt und zwar:","01058","K","Rendsburg-Eckernförde",,5796,2143.66553491778,989,17.0634920634921,0,0,1406,24.3,1189,900,289,367,30.9
"****00","Diebstahl insgesamt und zwar:","01059","K","Schleswig-Flensburg",,3477,1766.41824028775,505,14.5240149554213,0,0,1048,30.1,855,644,211,252,29.5
"****00","Diebstahl insgesamt und zwar:","01060","K","Segeberg",,6810,2545.76584187841,908,13.3333333333333,0,0,1622,23.8,1448,1066,382,634,43.8
"****00","Diebstahl insgesamt und zwar:","01061","K","Steinburg",,2949,2243.31910814943,379,12.8518141742964,0,0,734,24.9,680,513,167,227,33.4
